更新时间,#genre#
湖南卫视,http://183.66.51.205:4022/rtp/235.254.198.17:1344$1920x1080
湖南卫视,http://121.21.84.3:8888/rtp/239.253.92.84:8015$1920x1080
湖南卫视,http://123.13.244.35:4000/rtp/225.1.4.82:1111$1920x1080
湖南卫视,http://123.13.244.35:4000/rtp/225.1.4.17:1046$1920x1080
湖南卫视,http://39.77.1.175:8989/rtp/239.253.254.82:8000$1920x1080
湖南卫视,http://112.226.139.185:9999/rtp/239.253.254.82:8000$1920x1080
湖南卫视,http://124.129.78.38:3333/rtp/239.253.254.82:8000$1920x1080
湖南卫视,http://60.164.128.167:8029/rtp/239.255.30.136:8231$1920x1080
湖南卫视,http://118.183.212.29:6868/rtp/239.255.30.136:8231
湖南卫视,http://122.9.151.210:887/rtp/238.255.2.93:5999
湖南卫视,http://123.56.129.203:4310/rtp/225.1.8.132:8064
湖南卫视,http://123.117.36.74:4001/rtp/239.3.1.132:8012$1920x1080
湖南卫视,http://221.221.149.185:8182/rtp/239.3.1.132:8012$1920x1080
湖南卫视,http://221.218.157.61:3527/rtp/239.3.1.132:8012$1920x1080
湖南卫视,http://114.243.104.64:8822/rtp/239.3.1.132:8012$1920x1080
湖南卫视,http://114.243.96.91:8822/rtp/239.3.1.132:8012$1920x1080
湖南卫视,http://222.129.33.14:8888/rtp/239.3.1.132:8012$1920x1080
湖南卫视,http://114.243.109.253:8822/rtp/239.3.1.132:8012$1920x1080
湖南卫视,http://114.243.109.134:8822/rtp/239.3.1.132:8012$1920x1080
北京卫视,http://139.196.151.191:2051/rtp/239.45.3.229:5140
北京卫视,http://1.70.35.224:8083/rtp/239.1.1.41:8041$1920x1080
北京卫视,http://110.177.146.171:888/rtp/239.1.1.41:8041$1920x1080
北京卫视,http://183.191.249.78:8005/rtp/226.0.2.177:9328$1920x1080
北京卫视,http://183.191.249.78:8005/rtp/226.0.2.39:8224$1920x1080
北京卫视,http://120.55.49.231:3095/rtp/233.50.201.107:5140
北京卫视,http://120.55.49.231:3095/rtp/233.50.201.40:5140
北京卫视,http://49.75.18.152:8888/rtp/239.49.1.33:6000$1920x1080
北京卫视,http://49.86.222.102:8888/rtp/239.49.1.33:6000$1920x1080
北京卫视,http://49.75.18.152:8888/rtp/239.49.8.141:6000$1920x1080
北京卫视,http://49.86.222.102:8888/rtp/239.49.8.141:6000$1920x1080
北京卫视,http://183.66.51.205:4022/rtp/235.254.198.21:1360$1920x1080
北京卫视,http://121.21.84.3:8888/rtp/239.253.92.87:8014$1920x1080
北京卫视,http://123.13.244.35:4000/rtp/225.1.4.81:1110$1920x1080
北京卫视,http://123.13.244.35:4000/rtp/225.1.4.21:1050$1920x1080
北京卫视,http://39.77.1.175:8989/rtp/239.253.254.85:8000$1920x1080
北京卫视,http://112.226.139.185:9999/rtp/239.253.254.85:8000$1920x1080
北京卫视,http://124.129.78.38:3333/rtp/239.253.254.85:8000$1920x1080
北京卫视,http://60.164.128.167:8029/rtp/239.255.30.133:8231$1920x1080
北京卫视,http://118.183.212.29:6868/rtp/239.255.30.133:8231
北京卫视,http://122.9.151.210:887/rtp/238.255.2.81:5999
北京卫视,http://123.56.129.203:4310/rtp/225.1.8.21:8002
北京卫视,http://121.13.55.157:4022/rtp/239.77.1.14:5146$1920x1080
北京卫视,http://121.13.55.157:4022/rtp/239.77.0.91:5146$1920x1080
北京卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000017156/1.m3u8
北京卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/2/224/3221225728/2.m3u8
北京卫视,http://58.216.229.130:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://[2409:8087:74d9:21::6]/000000001000PLTV/88888888/224/3221226161/index.m3u8
北京卫视,http://58.220.219.14:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://221.0.78.198:1681/hls/10230/index.m3u8
湖北卫视,http://139.196.151.191:2051/rtp/239.45.3.239:5140
湖北卫视,http://1.70.35.224:8083/rtp/239.1.1.32:8032$1920x1080
湖北卫视,http://110.177.146.171:888/rtp/239.1.1.32:8032$1920x1080
湖北卫视,http://183.191.249.78:8005/rtp/226.0.2.150:9112$1920x1080
湖北卫视,http://183.191.249.78:8005/rtp/226.0.2.49:8304$1920x1080
湖北卫视,http://120.55.49.231:3095/rtp/233.50.201.114:5140
湖北卫视,http://120.55.49.231:3095/rtp/233.50.201.43:5140
湖北卫视,http://49.75.18.152:8888/rtp/239.49.1.48:6000$1920x1080
湖北卫视,http://49.86.222.102:8888/rtp/239.49.1.48:6000$1920x1080
湖北卫视,http://49.75.18.152:8888/rtp/239.49.8.147:6000$1920x1080
湖北卫视,http://49.86.222.102:8888/rtp/239.49.8.147:6000$1920x1080
湖北卫视,http://121.21.84.3:8888/rtp/239.253.92.210:6567$1920x1080
湖北卫视,http://123.13.244.35:4000/rtp/225.1.4.89:1118$1920x1080
湖北卫视,http://123.13.244.35:4000/rtp/225.1.4.35:1064$1920x1080
湖北卫视,http://183.66.51.205:4022/rtp/235.254.198.72:1564$1920x1080
湖北卫视,http://183.66.51.205:4022/rtp/235.254.198.32:1404$1920x1080
湖北卫视,http://39.77.1.175:8989/rtp/239.253.254.88:8000$1920x1080
湖北卫视,http://112.226.139.185:9999/rtp/239.253.254.88:8000$1920x1080
湖北卫视,http://124.129.78.38:3333/rtp/239.253.254.88:8000$1920x1080
湖北卫视,http://60.164.128.167:8029/rtp/239.255.30.138:8231$1920x1080
湖北卫视,http://118.183.212.29:6868/rtp/239.255.30.138:8231
湖北卫视,http://122.9.151.210:887/rtp/238.255.2.102:5999
湖北卫视,http://123.56.129.203:4310/rtp/225.1.8.146:8136
湖北卫视,http://123.117.36.74:4001/rtp/239.3.1.138:8044$1920x1080
湖北卫视,http://221.221.149.185:8182/rtp/239.3.1.138:8044$1920x1080
湖北卫视,http://221.218.157.61:3527/rtp/239.3.1.138:8044$1920x1080
湖北卫视,http://114.243.104.64:8822/rtp/239.3.1.138:8044$1920x1080
湖北卫视,http://114.243.96.91:8822/rtp/239.3.1.138:8044$1920x1080
湖北卫视,http://222.129.33.14:8888/rtp/239.3.1.138:8044$1920x1080
湖北卫视,http://114.243.109.253:8822/rtp/239.3.1.138:8044$1920x1080
黑龙江卫视,http://139.196.151.191:2051/rtp/239.45.3.232:5140
黑龙江卫视,http://1.70.35.224:8083/rtp/239.1.1.37:8037$1920x1080
黑龙江卫视,http://110.177.146.171:888/rtp/239.1.1.37:8037$1920x1080
黑龙江卫视,http://183.191.249.78:8005/rtp/226.0.2.151:9120$1920x1080
黑龙江卫视,http://183.191.249.78:8005/rtp/226.0.2.48:8296$1920x1080
黑龙江卫视,http://120.55.49.231:3095/rtp/233.50.201.115:5140
黑龙江卫视,http://120.55.49.231:3095/rtp/233.50.201.42:5140
黑龙江卫视,http://49.75.18.152:8888/rtp/239.49.1.50:6000$1920x1080
黑龙江卫视,http://49.86.222.102:8888/rtp/239.49.1.50:6000$1920x1080
黑龙江卫视,http://183.66.51.205:4022/rtp/235.254.198.27:1384$1920x1080
黑龙江卫视,http://121.21.84.3:8888/rtp/239.253.92.85:8016$1920x1080
黑龙江卫视,http://123.13.244.35:4000/rtp/225.1.4.91:1120$1920x1080
黑龙江卫视,http://123.13.244.35:4000/rtp/225.1.4.28:1057$1920x1080
黑龙江卫视,http://39.77.1.175:8989/rtp/239.253.254.93:8000$1920x1080
黑龙江卫视,http://112.226.139.185:9999/rtp/239.253.254.93:8000$1920x1080
黑龙江卫视,http://124.129.78.38:3333/rtp/239.253.254.93:8000$1920x1080
黑龙江卫视,http://60.164.128.167:8029/rtp/239.255.30.137:8231$1920x1080
黑龙江卫视,http://118.183.212.29:6868/rtp/239.255.30.137:8231
黑龙江卫视,http://122.9.151.210:887/rtp/238.255.2.96:5999
黑龙江卫视,http://123.56.129.203:4310/rtp/225.1.8.141:8196
黑龙江卫视,http://123.117.36.74:4001/rtp/239.3.1.133:8016$1920x1080
黑龙江卫视,http://221.221.149.185:8182/rtp/239.3.1.133:8016$1920x1080
黑龙江卫视,http://221.218.157.61:3527/rtp/239.3.1.133:8016$1920x1080
黑龙江卫视,http://114.243.104.64:8822/rtp/239.3.1.133:8016$1920x1080
黑龙江卫视,http://114.243.96.91:8822/rtp/239.3.1.133:8016$1920x1080
黑龙江卫视,http://222.129.33.14:8888/rtp/239.3.1.133:8016$1920x1080
黑龙江卫视,http://114.243.109.253:8822/rtp/239.3.1.133:8016$1920x1080
黑龙江卫视,http://114.243.109.134:8822/rtp/239.3.1.133:8016$1920x1080
黑龙江卫视,http://121.13.55.157:4022/rtp/239.77.1.71:5146$1920x1080
黑龙江卫视,http://121.13.55.157:4022/rtp/239.77.0.93:5146$1920x1080
安徽卫视,http://139.196.151.191:2051/rtp/239.45.1.120:5140
安徽卫视,http://1.70.35.224:8083/rtp/239.1.1.44:8044$1920x1080
安徽卫视,http://110.177.146.171:888/rtp/239.1.1.44:8044$1920x1080
安徽卫视,http://183.191.249.78:8005/rtp/226.0.2.145:9072$1920x1080
安徽卫视,http://183.191.249.78:8005/rtp/226.0.2.37:8208$1920x1080
安徽卫视,http://120.55.49.231:3095/rtp/233.50.201.113:5140
安徽卫视,http://120.55.49.231:3095/rtp/233.50.201.62:5140
安徽卫视,http://49.75.18.152:8888/rtp/239.49.1.36:6000$1920x1080
安徽卫视,http://49.86.222.102:8888/rtp/239.49.1.36:6000$1920x1080
安徽卫视,http://49.75.18.152:8888/rtp/239.49.8.204:6000$1920x1080
安徽卫视,http://49.86.222.102:8888/rtp/239.49.8.204:6000$1920x1080
安徽卫视,http://183.66.51.205:4022/rtp/235.254.198.20:1356$1920x1080
安徽卫视,http://121.21.84.3:8888/rtp/239.253.92.209:6566$1920x1080
安徽卫视,http://123.13.244.35:4000/rtp/225.1.4.87:1116$1920x1080
安徽卫视,http://123.13.244.35:4000/rtp/225.1.4.20:1049$1920x1080
安徽卫视,http://39.77.1.175:8989/rtp/239.253.254.87:8000$1920x1080
安徽卫视,http://112.226.139.185:9999/rtp/239.253.254.87:8000$1920x1080
安徽卫视,http://124.129.78.38:3333/rtp/239.253.254.87:8000$1920x1080
安徽卫视,http://60.164.128.167:8029/rtp/239.255.30.84:8231$1920x1080
安徽卫视,http://118.183.212.29:6868/rtp/239.255.30.84:8231
安徽卫视,http://122.9.151.210:887/rtp/238.255.2.101:5999
安徽卫视,http://123.56.129.203:4310/rtp/225.1.8.135:8272
安徽卫视,http://123.117.36.74:4001/rtp/239.3.1.211:8064$1920x1080
安徽卫视,http://221.221.149.185:8182/rtp/239.3.1.211:8064$1920x1080
安徽卫视,http://221.218.157.61:3527/rtp/239.3.1.211:8064$1920x1080
安徽卫视,http://114.243.104.64:8822/rtp/239.3.1.211:8064$1920x1080
安徽卫视,http://114.243.96.91:8822/rtp/239.3.1.211:8064$1920x1080
安徽卫视,http://222.129.33.14:8888/rtp/239.3.1.211:8064$1920x1080
安徽卫视,http://114.243.109.253:8822/rtp/239.3.1.211:8064$1920x1080
安徽卫视,http://114.243.109.134:8822/rtp/239.3.1.211:8064$1920x1080
重庆卫视,http://139.196.151.191:2051/rtp/239.45.1.84:5140
重庆卫视,http://1.70.35.224:8083/rtp/239.1.1.36:8036$1920x1080
重庆卫视,http://110.177.146.171:888/rtp/239.1.1.36:8036$1920x1080
重庆卫视,http://183.191.249.78:8005/rtp/226.0.2.174:9304$1920x1080
重庆卫视,http://183.191.249.78:8005/rtp/226.0.2.50:8312$1920x1080
重庆卫视,http://120.55.49.231:3095/rtp/233.50.201.143:5140
重庆卫视,http://120.55.49.231:3095/rtp/233.50.201.66:5140
重庆卫视,http://49.75.18.152:8888/rtp/239.49.1.42:6000$1920x1080
重庆卫视,http://49.86.222.102:8888/rtp/239.49.1.42:6000$1920x1080
重庆卫视,http://49.75.18.152:8888/rtp/239.49.8.149:6000$1920x1080
重庆卫视,http://49.86.222.102:8888/rtp/239.49.8.149:6000$1920x1080
重庆卫视,http://183.66.51.205:4022/rtp/235.254.198.34:1412$1920x1080
重庆卫视,http://121.21.84.3:8888/rtp/239.253.92.10:6053$1920x1080
重庆卫视,http://123.13.244.35:4000/rtp/225.1.4.157:1308$1920x1080
重庆卫视,http://123.13.244.35:4000/rtp/225.1.4.29:1058$1920x1080
重庆卫视,http://39.77.1.175:8989/rtp/239.253.254.38:8000$1920x1080
重庆卫视,http://112.226.139.185:9999/rtp/239.253.254.38:8000$1920x1080
重庆卫视,http://124.129.78.38:3333/rtp/239.253.254.38:8000$1920x1080
重庆卫视,http://60.164.128.167:8029/rtp/239.255.30.89:8231$1920x1080
重庆卫视,http://118.183.212.29:6868/rtp/239.255.30.89:8231
重庆卫视,http://122.9.151.210:887/rtp/238.255.2.78:5999
重庆卫视,http://123.56.129.203:4310/rtp/225.1.8.148:8296
重庆卫视,http://123.117.36.74:4001/rtp/239.3.1.122:8160$1920x1080
重庆卫视,http://221.221.149.185:8182/rtp/239.3.1.122:8160$1920x1080
重庆卫视,http://221.218.157.61:3527/rtp/239.3.1.122:8160$1920x1080
重庆卫视,http://114.243.104.64:8822/rtp/239.3.1.122:8160$1920x1080
重庆卫视,http://114.243.96.91:8822/rtp/239.3.1.122:8160$1920x1080
重庆卫视,http://222.129.33.14:8888/rtp/239.3.1.122:8160$1920x1080
重庆卫视,http://114.243.109.253:8822/rtp/239.3.1.122:8160$1920x1080
重庆卫视,http://114.243.109.134:8822/rtp/239.3.1.122:8160$1920x1080
东方卫视,http://139.196.151.191:2051/rtp/239.45.3.146:5140
东方卫视,http://120.55.49.231:3095/rtp/233.50.201.125:5140
东方卫视,http://120.55.49.231:3095/rtp/233.50.201.68:5140
东方卫视,http://49.75.18.152:8888/rtp/239.49.1.32:6000$1920x1080
东方卫视,http://49.86.222.102:8888/rtp/239.49.1.32:6000$1920x1080
东方卫视,http://49.75.18.152:8888/rtp/239.49.8.140:6000$1920x1080
东方卫视,http://49.86.222.102:8888/rtp/239.49.8.140:6000$1920x1080
东方卫视,http://183.66.51.205:4022/rtp/235.254.198.33:1408$1920x1080
东方卫视,http://121.21.84.3:8888/rtp/239.253.92.89:8019$1920x1080
东方卫视,http://123.13.244.35:4000/rtp/225.1.4.85:1114$1920x1080
东方卫视,http://123.13.244.35:4000/rtp/225.1.4.22:1051$1920x1080
东方卫视,http://183.191.249.78:8005/rtp/226.0.2.175:9312$1920x1080
东方卫视,http://183.191.249.78:8005/rtp/226.0.2.34:8184$1920x1080
东方卫视,http://39.77.1.175:8989/rtp/239.253.254.86:8000$1920x1080
东方卫视,http://112.226.139.185:9999/rtp/239.253.254.86:8000$1920x1080
东方卫视,http://124.129.78.38:3333/rtp/239.253.254.86:8000$1920x1080
东方卫视,http://60.164.128.167:8029/rtp/239.255.30.130:8231$1920x1080
东方卫视,http://118.183.212.29:6868/rtp/239.255.30.130:8231
东方卫视,http://122.9.151.210:887/rtp/238.255.2.98:5999
东方卫视,http://123.56.129.203:4310/rtp/225.1.8.147:8192
东方卫视,http://123.117.36.74:4001/rtp/239.3.1.136:8032$1920x1080
东方卫视,http://221.221.149.185:8182/rtp/239.3.1.136:8032$1920x1080
东方卫视,http://221.218.157.61:3527/rtp/239.3.1.136:8032$1920x1080
东方卫视,http://114.243.104.64:8822/rtp/239.3.1.136:8032$1920x1080
东方卫视,http://114.243.96.91:8822/rtp/239.3.1.136:8032$1920x1080
东方卫视,http://222.129.33.14:8888/rtp/239.3.1.136:8032$1920x1080
东方卫视,http://114.243.109.253:8822/rtp/239.3.1.136:8032$1920x1080
东方卫视,http://114.243.109.134:8822/rtp/239.3.1.136:8032$1920x1080
东方卫视,http://121.13.55.157:4022/rtp/239.77.1.48:5146$1920x1080
东方卫视,http://121.13.55.157:4022/rtp/239.77.0.98:5146$1920x1080
东南卫视,http://139.196.151.191:2051/rtp/239.45.1.121:5140
东南卫视,http://1.70.35.224:8083/rtp/239.1.1.33:8033$1920x1080
东南卫视,http://110.177.146.171:888/rtp/239.1.1.33:8033$1920x1080
东南卫视,http://183.191.249.78:8005/rtp/226.0.2.40:8232$1920x1080
东南卫视,http://183.191.249.78:8005/rtp/226.0.2.188:9416$1920x1080
东南卫视,http://120.55.49.231:3095/rtp/233.50.201.146:5140
东南卫视,http://120.55.49.231:3095/rtp/233.50.201.58:5140
东南卫视,http://49.75.18.152:8888/rtp/239.49.1.45:6000$1920x1080
东南卫视,http://49.86.222.102:8888/rtp/239.49.1.45:6000$1920x1080
东南卫视,http://49.75.18.152:8888/rtp/239.49.8.186:6000$1920x1080
东南卫视,http://49.86.222.102:8888/rtp/239.49.8.186:6000$1920x1080
东南卫视,http://183.66.51.205:4022/rtp/235.254.198.35:1416$1920x1080
东南卫视,http://121.21.84.3:8888/rtp/239.253.92.201:6146$1920x1080
东南卫视,http://123.13.244.35:4000/rtp/225.1.4.228:1274$1920x1080
东南卫视,http://123.13.244.35:4000/rtp/225.1.4.32:1061$1920x1080
东南卫视,http://39.77.1.175:8989/rtp/239.253.254.105:8000$1920x1080
东南卫视,http://112.226.139.185:9999/rtp/239.253.254.105:8000$1920x1080
东南卫视,http://124.129.78.38:3333/rtp/239.253.254.105:8000$1920x1080
东南卫视,http://60.164.128.167:8029/rtp/239.255.30.86:8231$1920x1080
东南卫视,http://118.183.212.29:6868/rtp/239.255.30.86:8231
东南卫视,http://122.9.151.210:887/rtp/238.255.2.103:5999
东南卫视,http://123.56.129.203:4310/rtp/225.1.8.149:8112
东南卫视,http://123.117.36.74:4001/rtp/239.3.1.156:8148$1920x1080
东南卫视,http://221.221.149.185:8182/rtp/239.3.1.156:8148$1920x1080
东南卫视,http://221.218.157.61:3527/rtp/239.3.1.156:8148$1920x1080
东南卫视,http://114.243.104.64:8822/rtp/239.3.1.156:8148$1920x1080
东南卫视,http://114.243.96.91:8822/rtp/239.3.1.156:8148$1920x1080
东南卫视,http://222.129.33.14:8888/rtp/239.3.1.156:8148$1920x1080
东南卫视,http://114.243.109.253:8822/rtp/239.3.1.156:8148$1920x1080
东南卫视,http://114.243.109.134:8822/rtp/239.3.1.156:8148$1920x1080
甘肃卫视,http://139.196.151.191:2051/rtp/239.45.1.234:5140
甘肃卫视,http://1.70.35.224:8083/rtp/239.1.1.51:8051$1920x1080
甘肃卫视,http://110.177.146.171:888/rtp/239.1.1.51:8051$1920x1080
甘肃卫视,http://183.191.249.78:8005/rtp/226.0.2.55:8352$1920x1080
甘肃卫视,http://49.75.18.152:8888/rtp/239.49.1.238:6000$1920x1080
甘肃卫视,http://49.86.222.102:8888/rtp/239.49.1.238:6000$1920x1080
甘肃卫视,http://123.13.244.35:4000/rtp/225.1.4.42:1071$1920x1080
甘肃卫视,http://183.66.51.205:4022/rtp/235.254.198.48:1468$1920x1080
甘肃卫视,http://39.77.1.175:8989/rtp/239.253.254.74:8000$1920x1080
甘肃卫视,http://112.226.139.185:9999/rtp/239.253.254.74:8000$1920x1080
甘肃卫视,http://124.129.78.38:3333/rtp/239.253.254.74:8000$1920x1080
甘肃卫视,http://60.164.128.167:8029/rtp/239.255.30.249:8231$1920x1080
甘肃卫视,http://118.183.212.29:6868/rtp/239.255.30.249:8231
甘肃卫视,http://122.9.151.210:887/rtp/238.255.2.73:5999
甘肃卫视,http://123.56.129.203:4310/rtp/225.1.8.162:8188
甘肃卫视,http://123.117.36.74:4001/rtp/239.3.1.49:8188$1920x1080
甘肃卫视,http://221.221.149.185:8182/rtp/239.3.1.49:8188$1920x1080
甘肃卫视,http://221.218.157.61:3527/rtp/239.3.1.49:8188$1920x1080
甘肃卫视,http://114.243.104.64:8822/rtp/239.3.1.49:8188$1920x1080
甘肃卫视,http://114.243.96.91:8822/rtp/239.3.1.49:8188$1920x1080
甘肃卫视,http://222.129.33.14:8888/rtp/239.3.1.49:8188$1920x1080
甘肃卫视,http://114.243.109.253:8822/rtp/239.3.1.49:8188$1920x1080
甘肃卫视,http://114.243.109.134:8822/rtp/239.3.1.49:8188$1920x1080
甘肃卫视,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225633/index.m3u8
甘肃卫视,http://59.48.75.130:3052/tsfile/live/0141_1.m3u8?key=txiptv&playlive=1&authid=0
甘肃卫视,http://114.55.117.163:8081/iptv/itv.php?id=甘肃卫视.m3u8&sign=aqk34i
甘肃卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000002000017827/1.m3u8
甘肃卫视,https://jump.taoiptv.cn/iptv1.php?id=101170&num=1&sign=fk3aks
甘肃卫视,http://124.128.73.58:9901/tsfile/live/0141_1.m3u8?key=txiptv&playlive=1&authid=0
甘肃卫视,http://119.163.57.184:9901/tsfile/live/0141_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://139.196.151.191:2051/rtp/239.45.0.5:5140
广西卫视,http://1.70.35.224:8083/rtp/239.1.1.40:8040$1920x1080
广西卫视,http://110.177.146.171:888/rtp/239.1.1.40:8040$1920x1080
广西卫视,http://183.191.249.78:8005/rtp/226.0.2.46:8280$1920x1080
广西卫视,http://183.191.249.78:8005/rtp/226.0.2.231:9760$1920x1080
广西卫视,http://120.55.49.231:3095/rtp/233.50.201.49:5140
广西卫视,http://49.75.18.152:8888/rtp/239.49.1.40:6000$1920x1080
广西卫视,http://49.86.222.102:8888/rtp/239.49.1.40:6000$1920x1080
广西卫视,http://49.75.18.152:8888/rtp/239.49.8.209:6000$1920x1080
广西卫视,http://49.86.222.102:8888/rtp/239.49.8.209:6000$1920x1080
广西卫视,http://121.21.84.3:8888/rtp/239.253.92.76:8043$1920x1080
广西卫视,http://123.13.244.35:4000/rtp/225.1.4.31:1060$1920x1080
广西卫视,http://183.66.51.205:4022/rtp/235.254.198.38:1428$1920x1080
广西卫视,http://39.77.1.175:8989/rtp/239.253.254.197:8000$1920x1080
广西卫视,http://112.226.139.185:9999/rtp/239.253.254.197:8000$1920x1080
广西卫视,http://124.129.78.38:3333/rtp/239.253.254.197:8000$1920x1080
广西卫视,http://60.164.128.167:8029/rtp/239.255.29.4:8231$1920x1080
广西卫视,http://118.183.212.29:6868/rtp/239.255.29.4:8231
广西卫视,http://122.9.151.210:887/rtp/238.255.2.64:5999
广西卫视,http://123.56.129.203:4310/rtp/225.1.8.152:8300
广西卫视,http://123.117.36.74:4001/rtp/239.3.1.39:8300$1920x1080
广西卫视,http://221.221.149.185:8182/rtp/239.3.1.39:8300$1920x1080
广西卫视,http://221.218.157.61:3527/rtp/239.3.1.39:8300$1920x1080
广西卫视,http://114.243.104.64:8822/rtp/239.3.1.39:8300$1920x1080
广西卫视,http://114.243.96.91:8822/rtp/239.3.1.39:8300$1920x1080
广西卫视,http://222.129.33.14:8888/rtp/239.3.1.39:8300$1920x1080
广西卫视,http://114.243.109.253:8822/rtp/239.3.1.39:8300$1920x1080
广西卫视,http://114.243.109.134:8822/rtp/239.3.1.39:8300$1920x1080
广西卫视,http://111.225.112.198:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://[2409:8087:1a01:df::4047]/TVOD/88888888/224/3221226091/main.m3u8
贵州卫视,http://139.196.151.191:2051/rtp/239.45.1.80:5140
贵州卫视,http://1.70.35.224:8083/rtp/239.1.1.43:8043$1920x1080
贵州卫视,http://110.177.146.171:888/rtp/239.1.1.43:8043$1920x1080
贵州卫视,http://183.191.249.78:8005/rtp/226.0.2.180:9352$1920x1080
贵州卫视,http://183.191.249.78:8005/rtp/226.0.2.43:8256$1920x1080
贵州卫视,http://120.55.49.231:3095/rtp/233.50.201.142:5140
贵州卫视,http://120.55.49.231:3095/rtp/233.50.201.69:5140
贵州卫视,http://49.75.18.152:8888/rtp/239.49.1.52:6000$1920x1080
贵州卫视,http://49.86.222.102:8888/rtp/239.49.1.52:6000$1920x1080
贵州卫视,http://49.75.18.152:8888/rtp/239.49.8.174:6000$1920x1080
贵州卫视,http://49.86.222.102:8888/rtp/239.49.8.174:6000$1920x1080
贵州卫视,http://183.66.51.205:4022/rtp/235.254.198.30:1396$1920x1080
贵州卫视,http://121.21.84.3:8888/rtp/239.253.92.105:6055$1920x1080
贵州卫视,http://123.13.244.35:4000/rtp/225.1.4.122:1302$1920x1080
贵州卫视,http://123.13.244.35:4000/rtp/225.1.4.41:1070$1920x1080
贵州卫视,http://39.77.1.175:8989/rtp/239.253.254.113:8000$1920x1080
贵州卫视,http://112.226.139.185:9999/rtp/239.253.254.113:8000$1920x1080
贵州卫视,http://124.129.78.38:3333/rtp/239.253.254.113:8000$1920x1080
贵州卫视,http://60.164.128.167:8029/rtp/239.255.30.98:8231$1920x1080
贵州卫视,http://118.183.212.29:6868/rtp/239.255.30.98:8231
贵州卫视,http://122.9.151.210:887/rtp/238.255.2.1:5999
贵州卫视,http://123.56.129.203:4310/rtp/225.1.8.144:8120
贵州卫视,http://123.117.36.74:4001/rtp/239.3.1.149:8076$1920x1080
贵州卫视,http://221.221.149.185:8182/rtp/239.3.1.149:8076$1920x1080
贵州卫视,http://221.218.157.61:3527/rtp/239.3.1.149:8076$1920x1080
贵州卫视,http://114.243.104.64:8822/rtp/239.3.1.149:8076$1920x1080
贵州卫视,http://114.243.96.91:8822/rtp/239.3.1.149:8076$1920x1080
贵州卫视,http://222.129.33.14:8888/rtp/239.3.1.149:8076$1920x1080
贵州卫视,http://114.243.109.253:8822/rtp/239.3.1.149:8076$1920x1080
贵州卫视,http://114.243.109.134:8822/rtp/239.3.1.149:8076$1920x1080
海南卫视,http://139.196.151.191:2051/rtp/239.45.1.81:5140
海南卫视,http://1.70.35.224:8083/rtp/239.1.1.55:8055$1920x1080
海南卫视,http://110.177.146.171:888/rtp/239.1.1.55:8055$1920x1080
海南卫视,http://183.191.249.78:8005/rtp/226.0.2.61:8400$1920x1080
海南卫视,http://183.191.249.78:8005/rtp/226.0.2.212:9608$1920x1080
海南卫视,http://120.55.49.231:3095/rtp/233.50.201.55:5140
海南卫视,http://49.75.18.152:8888/rtp/239.49.1.41:6000$1920x1080
海南卫视,http://49.86.222.102:8888/rtp/239.49.1.41:6000$1920x1080
海南卫视,http://49.75.18.152:8888/rtp/239.49.8.212:6000$1920x1080
海南卫视,http://49.86.222.102:8888/rtp/239.49.8.212:6000$1920x1080
海南卫视,http://121.21.84.3:8888/rtp/239.253.93.155:6323$1920x1080
海南卫视,http://123.13.244.35:4000/rtp/225.1.4.25:1054$1920x1080
海南卫视,http://123.13.244.35:4000/rtp/225.1.4.195:1310$1920x1080
海南卫视,http://39.77.1.175:8989/rtp/239.253.254.179:8000$1920x1080
海南卫视,http://112.226.139.185:9999/rtp/239.253.254.179:8000$1920x1080
海南卫视,http://124.129.78.38:3333/rtp/239.253.254.179:8000$1920x1080
海南卫视,http://60.164.128.167:8029/rtp/239.255.30.99:8231$1920x1080
海南卫视,http://118.183.212.29:6868/rtp/239.255.30.99:8231
海南卫视,http://122.9.151.210:887/rtp/238.255.2.58:5999
海南卫视,http://123.56.129.203:4310/rtp/225.1.8.158:8304
海南卫视,http://123.117.36.74:4001/rtp/239.3.1.45:8304$1920x1080
海南卫视,http://221.221.149.185:8182/rtp/239.3.1.45:8304$1920x1080
海南卫视,http://221.218.157.61:3527/rtp/239.3.1.45:8304$1920x1080
海南卫视,http://114.243.104.64:8822/rtp/239.3.1.45:8304$1920x1080
海南卫视,http://114.243.96.91:8822/rtp/239.3.1.45:8304$1920x1080
海南卫视,http://222.129.33.14:8888/rtp/239.3.1.45:8304$1920x1080
海南卫视,http://114.243.109.253:8822/rtp/239.3.1.45:8304$1920x1080
海南卫视,http://114.243.109.134:8822/rtp/239.3.1.45:8304$1920x1080
海南卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000004000006211/index.m3u8
